distFD_cruda_m;distFI_cruda_m;distMin_cruda_m;distFD_EMA_m;distFI_EMA_m;distMin_EMA_m;pred_kalman_m;dist_kalman_m;K_kalman;P_kalman;AvanceLineal_m;timestamp_s
0.098367;0.098524;0.098367;0.098388;0.098418;0.098388;0.098353;0.098361;0.227008;0.000341;0.0;59.68
0.098405;0.098439;0.098405;0.098376;0.09839;0.098376;0.098366;0.098368;0.227008;0.000341;0.0;59.808
0.098325;0.098233;0.098233;0.098345;0.098388;0.098345;0.098353;0.098351;0.227008;0.000341;0.0;59.936
0.098407;0.098402;0.098402;0.09838;0.098392;0.09838;0.098359;0.098364;0.227008;0.000341;0.0;60.064
0.09842;0.098307;0.098307;0.098384;0.098357;0.098357;0.098371;0.098368;0.227008;0.000341;0.0;60.192
0.098449;0.098405;0.098405;0.098398;0.098388;0.098388;0.098363;0.098369;0.227008;0.000341;0.0;60.32
0.09843;0.09839;0.09839;0.098396;0.098377;0.098377;0.098367;0.098369;0.227008;0.000341;0.0;60.448
0.098529;0.098331;0.098331;0.098407;0.098356;0.098356;0.098359;0.098358;0.227008;0.000341;0.0;60.576
0.098292;0.09839;0.098292;0.098344;0.098396;0.098344;0.098358;0.098355;0.227008;0.000341;0.0;60.704
0.098358;0.098295;0.098295;0.09837;0.098385;0.09837;0.098365;0.098366;0.227008;0.000341;0.0;60.832
0.098338;0.098292;0.098292;0.098363;0.098348;0.098348;0.098368;0.098363;0.227008;0.000341;0.0;60.96
0.098455;0.098281;0.098281;0.098384;0.098318;0.098318;0.098353;0.098345;0.227008;0.000341;0.0;61.088
0.09831;0.098262;0.098262;0.098302;0.09829;0.09829;0.098319;0.098312;0.227008;0.000341;0.0;61.216
0.098352;0.098477;0.098352;0.098379;0.098353;0.098353;0.098305;0.098315;0.227008;0.000341;0.0;61.344
0.098579;0.098252;0.098252;0.098455;0.098291;0.098291;0.098318;0.098312;0.227008;0.000341;0.0;61.472
0.098322;0.098293;0.098293;0.098374;0.098309;0.098309;0.098323;0.09832;0.227008;0.000341;0.0;61.6
0.098515;0.098293;0.098293;0.098412;0.098272;0.098272;0.098302;0.098295;0.227008;0.000341;0.0;61.728
0.098272;0.098375;0.098272;0.098348;0.098343;0.098343;0.098301;0.098311;0.227008;0.000341;0.0;61.856
0.098284;0.098322;0.098284;0.098355;0.098322;0.098322;0.098312;0.098314;0.227008;0.000341;0.0;61.984
0.098313;0.098293;0.098293;0.09833;0.098304;0.098304;0.098306;0.098305;0.227008;0.000341;0.0;62.112
0.098445;0.098329;0.098329;0.098394;0.098324;0.098324;0.098306;0.09831;0.227008;0.000341;0.0;62.24
0.098229;0.098378;0.098229;0.098284;0.098363;0.098284;0.098319;0.098311;0.227008;0.000341;0.0;62.368
0.098388;0.098263;0.098263;0.098349;0.098366;0.098349;0.098314;0.098322;0.227008;0.000341;0.0;62.496
0.098234;0.09838;0.098234;0.09832;0.098378;0.09832;0.098339;0.098335;0.227008;0.000341;0.0;62.624
0.098278;0.098249;0.098249;0.098297;0.098332;0.098297;0.098324;0.098318;0.227008;0.000341;0.0;62.752
0.098389;0.098301;0.098301;0.098348;0.098376;0.098348;0.098324;0.098329;0.227008;0.000341;0.0;62.88
0.098442;0.098392;0.098392;0.098404;0.098402;0.098402;0.098353;0.098364;0.227008;0.000341;0.0;63.008
0.098349;0.098433;0.098349;0.098369;0.098398;0.098369;0.098366;0.098366;0.227008;0.000341;0.0;63.136
0.098373;0.098394;0.098373;0.09837;0.098356;0.098356;0.098354;0.098355;0.227008;0.000341;0.0;63.264
0.098269;0.098377;0.098269;0.098358;0.098304;0.098304;0.098325;0.09832;0.227008;0.000341;0.0;63.392
0.098453;0.098444;0.098444;0.098357;0.09839;0.098357;0.098322;0.09833;0.227008;0.000341;0.0;63.52
0.098368;0.098405;0.098368;0.098375;0.098411;0.098375;0.098361;0.098364;0.227008;0.000341;0.0;63.648
0.098348;0.098292;0.098292;0.098343;0.098318;0.098318;0.098355;0.098347;0.227008;0.000341;0.0;63.776
0.098522;0.098404;0.098404;0.098388;0.098356;0.098356;0.098343;0.098346;0.227008;0.000341;0.0;63.904
0.098424;0.0983;0.0983;0.098363;0.098354;0.098354;0.098343;0.098346;0.227008;0.000341;0.0;64.032
0.098391;0.098364;0.098364;0.098359;0.098334;0.098334;0.098334;0.098334;0.227008;0.000341;0.0;64.16
0.098406;0.098286;0.098286;0.098334;0.098371;0.098334;0.098321;0.098324;0.227008;0.000341;0.0;64.288
0.098365;0.098419;0.098365;0.098375;0.0984;0.098375;0.098346;0.098353;0.227008;0.000341;0.0;64.416
0.098399;0.098218;0.098218;0.09838;0.098336;0.098336;0.098361;0.098355;0.227008;0.000341;0.0;64.544
0.098375;0.098481;0.098375;0.098317;0.098337;0.098317;0.098314;0.098315;0.227008;0.000341;0.0;64.672
0.098285;0.098454;0.098285;0.098328;0.098356;0.098328;0.098315;0.098318;0.227008;0.000341;0.0;64.8
0.098399;0.098331;0.098331;0.098382;0.098382;0.098382;0.098336;0.098347;0.227008;0.000341;0.0;64.928
0.098366;0.098355;0.098355;0.098393;0.098369;0.098369;0.098368;0.098368;0.227008;0.000341;0.0;65.056
0.098243;0.098284;0.098243;0.098333;0.098331;0.098331;0.098357;0.098351;0.227008;0.000341;0.0;65.184
0.098583;0.098332;0.098332;0.098395;0.098367;0.098367;0.098331;0.098339;0.227008;0.000341;0.0;65.312
0.098328;0.098269;0.098269;0.098327;0.098327;0.098327;0.098344;0.09834;0.227008;0.000341;0.0;65.44
0.098268;0.098376;0.098268;0.098312;0.098367;0.098312;0.098329;0.098325;0.227008;0.000341;0.0;65.568
0.09833;0.098472;0.09833;0.098305;0.098412;0.098305;0.098316;0.098313;0.227008;0.000341;0.0;65.696
0.09842;0.098329;0.098329;0.098374;0.098367;0.098367;0.098334;0.098342;0.227008;0.000341;0.0;65.824
0.098471;0.09828;0.09828;0.098388;0.098318;0.098318;0.098349;0.098342;0.227008;0.000341;0.0;65.952
0.098311;0.098435;0.098311;0.098395;0.098355;0.098355;0.098334;0.098339;0.227008;0.000341;0.0;66.08
0.098338;0.098399;0.098338;0.09837;0.098365;0.098365;0.098345;0.09835;0.227008;0.000341;0.0;66.208
0.098364;0.098316;0.098316;0.098337;0.09831;0.09831;0.098336;0.09833;0.227008;0.000341;0.0;66.336
0.09844;0.098455;0.09844;0.098371;0.098395;0.098371;0.098328;0.098338;0.227008;0.000341;0.0;66.464
0.098282;0.098347;0.098282;0.098362;0.098342;0.098342;0.098347;0.098346;0.227008;0.000341;0.0;66.592
0.098419;0.098381;0.098381;0.09839;0.098353;0.098353;0.098335;0.098339;0.227008;0.000341;0.0;66.72
0.098423;0.098421;0.098421;0.09835;0.098362;0.09835;0.098339;0.098341;0.227008;0.000341;0.0;66.848
0.098435;0.098278;0.098278;0.098377;0.098336;0.098336;0.098343;0.098341;0.227008;0.000341;0.0;66.976
0.098324;0.098386;0.098324;0.098381;0.098378;0.098378;0.098365;0.098368;0.227008;0.000341;0.0;67.104
0.098245;0.098387;0.098245;0.098323;0.098358;0.098323;0.098364;0.098355;0.227008;0.000341;0.0;67.232
0.09825;0.098401;0.09825;0.098316;0.098384;0.098316;0.098352;0.098344;0.227008;0.000341;0.0;67.36
0.098396;0.098345;0.098345;0.09836;0.098338;0.098338;0.098337;0.098337;0.227008;0.000341;0.0;67.488
0.098296;0.098399;0.098296;0.098354;0.098382;0.098354;0.098358;0.098357;0.227008;0.000341;0.0;67.616
0.098263;0.09833;0.098263;0.098347;0.09834;0.09834;0.09835;0.098348;0.227008;0.000341;0.0;67.744
0.098283;0.098382;0.098283;0.098325;0.098357;0.098325;0.09834;0.098337;0.227008;0.000341;0.0;67.872
0.098266;0.098505;0.098266;0.098329;0.098424;0.098329;0.098338;0.098336;0.227008;0.000341;0.0;68.0
0.098475;0.098233;0.098233;0.098395;0.098267;0.098267;0.098321;0.098309;0.227008;0.000341;0.0;68.128
0.098273;0.09834;0.098273;0.098363;0.098321;0.098321;0.0983;0.098305;0.227008;0.000341;0.0;68.256
0.09833;0.098451;0.09833;0.09836;0.098374;0.09836;0.09832;0.098329;0.227008;0.000341;0.0;68.384
0.098478;0.098207;0.098207;0.098346;0.098337;0.098337;0.098316;0.098321;0.227008;0.000341;0.0;68.512
0.098292;0.098457;0.098292;0.098329;0.098428;0.098329;0.098335;0.098334;0.227008;0.000341;0.0;68.64
0.098454;0.098456;0.098454;0.098355;0.098401;0.098355;0.098332;0.098337;0.227008;0.000341;0.0;68.768
0.098267;0.098422;0.098267;0.098314;0.098391;0.098314;0.098341;0.098335;0.227008;0.000341;0.0;68.896
0.09834;0.098318;0.098318;0.098359;0.098368;0.098359;0.098349;0.098351;0.227008;0.000341;0.0;69.024
0.098296;0.098344;0.098296;0.098329;0.098314;0.098314;0.098332;0.098328;0.227008;0.000341;0.0;69.152
0.098332;0.098372;0.098332;0.098352;0.098352;0.098352;0.098333;0.098337;0.227008;0.000341;0.0;69.28
0.09835;0.098338;0.098338;0.098396;0.098315;0.098315;0.098331;0.098327;0.227008;0.000341;0.0;69.408
0.098364;0.09841;0.098364;0.098373;0.098374;0.098373;0.098347;0.098353;0.227008;0.000341;0.0;69.536
0.098362;0.098369;0.098362;0.098393;0.098316;0.098316;0.098346;0.098339;0.227008;0.000341;0.0;69.664
0.098293;0.098348;0.098293;0.098398;0.098359;0.098359;0.098333;0.098339;0.227008;0.000341;0.0;69.792
0.098382;0.098417;0.098382;0.09839;0.098414;0.09839;0.09836;0.098367;0.227008;0.000341;0.0;69.92
0.098324;0.098455;0.098324;0.098377;0.098435;0.098377;0.098382;0.098381;0.227008;0.000341;0.0;70.048
0.098421;0.098452;0.098421;0.098412;0.098391;0.098391;0.098371;0.098375;0.227008;0.000341;0.0;70.176
0.098344;0.098269;0.098269;0.098339;0.098332;0.098332;0.098361;0.098355;0.227008;0.000341;0.0;70.304
0.098311;0.098273;0.098273;0.098362;0.098334;0.098334;0.098352;0.098348;0.227008;0.000341;0.0;70.432
0.098347;0.098256;0.098256;0.098346;0.098339;0.098339;0.098338;0.098338;0.227008;0.000341;0.0;70.56
0.09834;0.0983;0.0983;0.098366;0.098326;0.098326;0.098329;0.098329;0.227008;0.000341;0.0;70.688
0.098438;0.098343;0.098343;0.098358;0.098355;0.098355;0.098329;0.098335;0.227008;0.000341;0.0;70.816
0.098332;0.09845;0.098332;0.09833;0.09838;0.09833;0.098329;0.09833;0.227008;0.000341;0.0;70.944
0.09845;0.098258;0.098258;0.098397;0.098349;0.098349;0.09835;0.09835;0.227008;0.000341;0.0;71.072
0.098359;0.098349;0.098349;0.098377;0.098347;0.098347;0.09835;0.098349;0.227008;0.000341;0.0;71.2
0.098377;0.098325;0.098325;0.098365;0.098315;0.098315;0.098339;0.098334;0.227008;0.000341;0.0;71.328
0.098341;0.098451;0.098341;0.098341;0.098413;0.098341;0.098336;0.098337;0.227008;0.000341;0.0;71.456
0.098317;0.098296;0.098296;0.098353;0.098364;0.098353;0.098349;0.09835;0.227008;0.000341;0.0;71.584
0.098478;0.098388;0.098388;0.098411;0.098376;0.098376;0.098353;0.098358;0.227008;0.000341;0.0;71.712
0.09818;0.098276;0.09818;0.098279;0.098354;0.098279;0.098355;0.098337;0.227008;0.000341;0.0;71.84
0.098251;0.098453;0.098251;0.09836;0.098371;0.09836;0.09834;0.098345;0.227008;0.000341;0.0;71.968
0.098284;0.09832;0.098284;0.098349;0.098318;0.098318;0.098333;0.09833;0.227008;0.000341;0.0;72.096
0.098503;0.098522;0.098503;0.09838;0.098395;0.09838;0.098325;0.098338;0.227008;0.000341;0.0;72.224
0.09853;0.098332;0.098332;0.098396;0.09833;0.09833;0.098335;0.098334;0.227008;0.000341;0.0;72.352
0.098419;0.098443;0.098419;0.098376;0.098374;0.098374;0.098343;0.09835;0.227008;0.000341;0.0;72.48
0.098373;0.098366;0.098366;0.098369;0.09836;0.09836;0.098358;0.098359;0.227008;0.000341;0.0;72.608
0.09832;0.09839;0.09832;0.098339;0.098347;0.098339;0.098344;0.098343;0.227008;0.000341;0.0;72.736
0.098372;0.098343;0.098343;0.098378;0.098338;0.098338;0.098337;0.098337;0.227008;0.000341;0.0;72.864
0.098441;0.098385;0.098385;0.098376;0.098346;0.098346;0.098332;0.098335;0.227008;0.000341;0.0;72.992
0.098342;0.098368;0.098342;0.098362;0.098358;0.098358;0.098347;0.098349;0.227008;0.000341;0.0;73.12
0.098465;0.098351;0.098351;0.098381;0.098319;0.098319;0.098325;0.098324;0.227008;0.000341;0.0;73.248
0.098166;0.098364;0.098166;0.098306;0.098389;0.098306;0.098346;0.098337;0.227008;0.000341;0.0;73.376
0.098254;0.098488;0.098254;0.098298;0.098425;0.098298;0.098333;0.098325;0.227008;0.000341;0.0;73.504
0.098266;0.098365;0.098266;0.098292;0.098358;0.098292;0.098313;0.098308;0.227008;0.000341;0.0;73.632
0.098309;0.098569;0.098309;0.098347;0.098388;0.098347;0.098308;0.098317;0.227008;0.000341;0.0;73.76
0.098301;0.098332;0.098301;0.098345;0.098344;0.098344;0.098341;0.098341;0.227008;0.000341;0.0;73.888
0.098449;0.098377;0.098377;0.098366;0.098344;0.098344;0.098334;0.098336;0.227008;0.000341;0.0;74.016
0.098453;0.098485;0.098453;0.098397;0.098421;0.098397;0.098353;0.098363;0.227008;0.000341;0.0;74.144
0.098315;0.098416;0.098315;0.098376;0.098423;0.098376;0.098394;0.09839;0.227008;0.000341;0.0;74.272
0.098335;0.098379;0.098335;0.098387;0.098379;0.098379;0.098385;0.098384;0.227008;0.000341;0.0;74.4
0.098287;0.098475;0.098287;0.098352;0.098359;0.098352;0.098362;0.098359;0.227008;0.000341;0.0;74.528
0.098321;0.098377;0.098321;0.098352;0.098378;0.098352;0.098355;0.098355;0.227008;0.000341;0.0;74.656
0.098445;0.098282;0.098282;0.098387;0.0983;0.0983;0.098343;0.098333;0.227008;0.000341;0.0;74.784
0.098289;0.098337;0.098289;0.098316;0.098339;0.098316;0.098328;0.098325;0.227008;0.000341;0.0;74.912
0.098493;0.098305;0.098305;0.098392;0.09836;0.09836;0.09833;0.098337;0.227008;0.000341;0.0;75.04
0.098493;0.098432;0.098432;0.098412;0.098355;0.098355;0.098327;0.098334;0.227008;0.000341;0.0;75.168
0.098412;0.098387;0.098387;0.098377;0.098378;0.098377;0.098348;0.098355;0.227008;0.000341;0.0;75.296
0.098208;0.098305;0.098208;0.098369;0.098378;0.098369;0.098376;0.098375;0.227008;0.000341;0.0;75.424
0.098467;0.098264;0.098264;0.098406;0.098336;0.098336;0.098364;0.098358;0.227008;0.000341;0.0;75.552
0.098164;0.098457;0.098164;0.098311;0.098356;0.098311;0.098336;0.098331;0.227008;0.000341;0.0;75.68
0.098291;0.098397;0.098291;0.098302;0.098421;0.098302;0.098326;0.09832;0.227008;0.000341;0.0;75.808
0.098218;0.098335;0.098218;0.098292;0.098405;0.098292;0.098324;0.098316;0.227008;0.000341;0.0;75.936
0.098354;0.098344;0.098344;0.098317;0.098423;0.098317;0.098312;0.098313;0.227008;0.000341;0.0;76.064
0.098294;0.098284;0.098284;0.098273;0.098381;0.098273;0.098296;0.098291;0.227008;0.000341;0.0;76.192
0.0983;0.098421;0.0983;0.09831;0.098345;0.09831;0.098291;0.098295;0.227008;0.000341;0.0;76.32
0.098382;0.098285;0.098285;0.098343;0.098286;0.098286;0.098294;0.098292;0.227008;0.000341;0.0;76.448
0.098361;0.098361;0.098361;0.09833;0.098326;0.098326;0.098295;0.098302;0.227008;0.000341;0.0;76.576
0.098405;0.098185;0.098185;0.098358;0.098269;0.098269;0.098304;0.098296;0.227008;0.000341;0.0;76.704
0.098424;0.098324;0.098324;0.098385;0.098334;0.098334;0.098306;0.098312;0.227008;0.000341;0.0;76.832
0.098359;0.098434;0.098359;0.098363;0.098392;0.098363;0.098333;0.09834;0.227008;0.000341;0.0;76.96
0.098313;0.098355;0.098313;0.098331;0.098401;0.098331;0.098337;0.098336;0.227008;0.000341;0.0;77.088
0.098547;0.098248;0.098248;0.098379;0.098337;0.098337;0.098335;0.098336;0.227008;0.000341;0.0;77.216
0.098404;0.098349;0.098349;0.098365;0.098353;0.098353;0.09834;0.098343;0.227008;0.000341;0.0;77.344
0.098444;0.098417;0.098417;0.098427;0.098352;0.098352;0.098333;0.098337;0.227008;0.000341;0.0;77.472
0.098423;0.098333;0.098333;0.098393;0.09832;0.09832;0.098337;0.098333;0.227008;0.000341;0.0;77.6
0.098453;0.098281;0.098281;0.098377;0.098318;0.098318;0.098336;0.098332;0.227008;0.000341;0.0;77.728
0.098402;0.098372;0.098372;0.098393;0.098362;0.098362;0.098345;0.098349;0.227008;0.000341;0.0;77.856
0.098474;0.098317;0.098317;0.098404;0.098363;0.098363;0.098364;0.098364;0.227008;0.000341;0.0;77.984
0.098339;0.098473;0.098339;0.098323;0.098414;0.098323;0.098352;0.098346;0.227008;0.000341;0.0;78.112
0.098392;0.098273;0.098273;0.098362;0.098347;0.098347;0.098339;0.098341;0.227008;0.000341;0.0;78.24
0.098433;0.09831;0.09831;0.098372;0.09833;0.09833;0.098334;0.098333;0.227008;0.000341;0.0;78.368
0.098345;0.098407;0.098345;0.09838;0.098404;0.09838;0.098356;0.098362;0.227008;0.000341;0.0;78.496
0.098382;0.098347;0.098347;0.098329;0.098362;0.098329;0.098343;0.09834;0.227008;0.000341;0.0;78.624
0.09847;0.098324;0.098324;0.098374;0.098357;0.098357;0.098338;0.098343;0.227008;0.000341;0.0;78.752
0.09826;0.098416;0.09826;0.098313;0.098375;0.098313;0.098333;0.098329;0.227008;0.000341;0.0;78.88
0.098285;0.098278;0.098278;0.098313;0.09834;0.098313;0.09833;0.098326;0.227008;0.000341;0.0;79.008
0.098313;0.098305;0.098305;0.098301;0.098354;0.098301;0.098315;0.098311;0.227008;0.000341;0.0;79.136
0.098356;0.098386;0.098356;0.098335;0.098358;0.098335;0.098318;0.098322;0.227008;0.000341;0.0;79.264
0.098427;0.098395;0.098395;0.09838;0.098394;0.09838;0.09833;0.098341;0.227008;0.000341;0.0;79.392
0.098453;0.098457;0.098453;0.098383;0.098411;0.098383;0.09835;0.098357;0.227008;0.000341;0.0;79.52
0.098147;0.098356;0.098147;0.098301;0.09834;0.098301;0.098352;0.09834;0.227008;0.000341;0.0;79.648
0.0982;0.09828;0.0982;0.098278;0.098342;0.098278;0.098334;0.098321;0.227008;0.000341;0.0;79.776
0.098438;0.098379;0.098379;0.098384;0.098366;0.098366;0.098329;0.098337;0.227008;0.000341;0.0;79.904
0.098495;0.098254;0.098254;0.098399;0.098315;0.098315;0.098341;0.098335;0.227008;0.000341;0.0;80.032
0.098341;0.098349;0.098341;0.098344;0.098349;0.098344;0.098337;0.098338;0.227008;0.000341;0.0;80.16
0.098305;0.098308;0.098305;0.098338;0.098378;0.098338;0.098338;0.098338;0.227008;0.000341;0.0;80.288
0.098352;0.098541;0.098352;0.098336;0.098437;0.098336;0.098336;0.098336;0.227008;0.000341;0.0;80.416
0.09831;0.098416;0.09831;0.098301;0.098395;0.098301;0.098319;0.098315;0.227008;0.000341;0.0;80.544
0.098332;0.098302;0.098302;0.098354;0.098359;0.098354;0.098337;0.09834;0.227008;0.000341;0.0;80.672
0.098398;0.098293;0.098293;0.098384;0.098363;0.098363;0.098353;0.098355;0.227008;0.000341;0.0;80.8
0.098517;0.09827;0.09827;0.098423;0.098345;0.098345;0.098364;0.09836;0.227008;0.000341;0.0;80.928
0.098521;0.098254;0.098254;0.098423;0.098344;0.098344;0.098369;0.098363;0.227008;0.000341;0.0;81.056
0.098273;0.098502;0.098273;0.098314;0.098388;0.098314;0.098346;0.098339;0.227008;0.000341;0.0;81.184
0.098286;0.098288;0.098286;0.098301;0.09833;0.098301;0.098318;0.098314;0.227008;0.000341;0.0;81.312
0.098504;0.098252;0.098252;0.098384;0.098308;0.098308;0.098314;0.098313;0.227008;0.000341;0.0;81.44
0.098358;0.09827;0.09827;0.09835;0.098324;0.098324;0.098332;0.098331;0.227008;0.000341;0.0;81.568
0.098438;0.09835;0.09835;0.098368;0.098351;0.098351;0.098329;0.098334;0.227008;0.000341;0.0;81.696
0.098172;0.098387;0.098172;0.098301;0.098362;0.098301;0.098331;0.098324;0.227008;0.000341;0.0;81.824
0.098467;0.098294;0.098294;0.098352;0.098353;0.098352;0.098319;0.098327;0.227008;0.000341;0.0;81.952
0.098446;0.098429;0.098429;0.098369;0.098403;0.098369;0.098329;0.098338;0.227008;0.000341;0.0;82.08
0.098345;0.098415;0.098345;0.098373;0.098379;0.098373;0.098356;0.09836;0.227008;0.000341;0.0;82.208
0.09819;0.098415;0.09819;0.098281;0.098335;0.098281;0.098333;0.098321;0.227008;0.000341;0.0;82.336
0.098397;0.098182;0.098182;0.098377;0.098299;0.098299;0.098341;0.098331;0.227008;0.000341;0.0;82.464
0.09829;0.098385;0.09829;0.09835;0.098363;0.09835;0.098338;0.098341;0.227008;0.000341;0.0;82.592
0.098411;0.098434;0.098411;0.098351;0.098365;0.098351;0.098331;0.098335;0.227008;0.000341;0.0;82.72
0.098376;0.098386;0.098376;0.098387;0.098387;0.098387;0.098351;0.098359;0.227008;0.000341;0.0;82.848
0.098394;0.098428;0.098394;0.098397;0.098389;0.098389;0.098369;0.098373;0.227008;0.000341;0.0;82.976
0.098304;0.098276;0.098276;0.098405;0.098351;0.098351;0.098379;0.098373;0.227008;0.000341;0.0;83.104
0.098384;0.098281;0.098281;0.098426;0.098322;0.098322;0.098352;0.098345;0.227008;0.000341;0.0;83.232
0.098414;0.098396;0.098396;0.098383;0.098342;0.098342;0.098333;0.098335;0.227008;0.000341;0.0;83.36
0.098399;0.098347;0.098347;0.098372;0.09831;0.09831;0.098326;0.098322;0.227008;0.000341;0.0;83.488
0.098384;0.098213;0.098213;0.098349;0.098309;0.098309;0.098319;0.098317;0.227008;0.000341;0.0;83.616
0.098302;0.098238;0.098238;0.098339;0.09833;0.09833;0.098329;0.098329;0.227008;0.000341;0.0;83.744
0.098236;0.098304;0.098236;0.098302;0.098335;0.098302;0.098333;0.098326;0.227008;0.000341;0.0;83.872
0.09835;0.098412;0.09835;0.098319;0.098378;0.098319;0.098314;0.098315;0.227008;0.000341;0.0;84.0
0.098397;0.098511;0.098397;0.098386;0.098382;0.098382;0.098324;0.098337;0.227008;0.000341;0.0;84.128
0.0982;0.098265;0.0982;0.098298;0.098343;0.098298;0.098338;0.098329;0.227008;0.000341;0.0;84.256
0.098294;0.098392;0.098294;0.098347;0.09837;0.098347;0.098335;0.098337;0.227008;0.000341;0.0;84.384
0.098429;0.098349;0.098349;0.098402;0.098413;0.098402;0.098361;0.09837;0.227008;0.000341;0.0;84.512
0.098355;0.09848;0.098355;0.098389;0.098425;0.098389;0.098384;0.098385;0.227008;0.000341;0.0;84.64
0.098399;0.098376;0.098376;0.098356;0.098386;0.098356;0.09837;0.098367;0.227008;0.000341;0.0;84.768
0.098353;0.098301;0.098301;0.098363;0.098347;0.098347;0.098376;0.09837;0.227008;0.000341;0.0;84.896
0.098371;0.098258;0.098258;0.098353;0.098308;0.098308;0.098347;0.098338;0.227008;0.000341;0.0;85.024
0.098326;0.0984;0.098326;0.098387;0.098359;0.098359;0.098338;0.098342;0.227008;0.000341;0.0;85.152
0.098301;0.098436;0.098301;0.09836;0.098413;0.09836;0.098356;0.098357;0.227008;0.000341;0.0;85.28
0.098413;0.098355;0.098355;0.09835;0.098366;0.09835;0.098339;0.098341;0.227008;0.000341;0.0;85.408
0.098285;0.098338;0.098285;0.098339;0.098342;0.098339;0.098344;0.098343;0.227008;0.000341;0.0;85.536
0.09848;0.098402;0.098402;0.098406;0.098408;0.098406;0.098353;0.098365;0.227008;0.000341;0.0;85.664
0.098534;0.098195;0.098195;0.098465;0.098277;0.098277;0.098347;0.098331;0.227008;0.000341;0.0;85.792
0.098422;0.098401;0.098401;0.098402;0.098324;0.098324;0.098315;0.098317;0.227008;0.000341;0.0;85.92
0.098474;0.098362;0.098362;0.098429;0.098381;0.098381;0.098348;0.098356;0.227008;0.000341;0.0;86.048
0.098255;0.098451;0.098255;0.098362;0.098401;0.098362;0.098373;0.09837;0.227008;0.000341;0.0;86.176
0.098407;0.098253;0.098253;0.098352;0.098302;0.098302;0.098357;0.098344;0.227008;0.000341;0.0;86.304
0.098469;0.098318;0.098318;0.098355;0.098343;0.098343;0.098328;0.098331;0.227008;0.000341;0.0;86.432
0.098368;0.098441;0.098368;0.098358;0.098432;0.098358;0.09834;0.098344;0.227008;0.000341;0.0;86.56
0.098258;0.098385;0.098258;0.098299;0.098345;0.098299;0.098342;0.098332;0.227008;0.000341;0.0;86.688
0.098361;0.098436;0.098361;0.098337;0.098415;0.098337;0.09833;0.098331;0.227008;0.000341;0.0;86.816
0.098384;0.098298;0.098298;0.098399;0.09836;0.09836;0.098357;0.098357;0.227008;0.000341;0.0;86.944
0.098462;0.098361;0.098361;0.098401;0.098351;0.098351;0.09836;0.098358;0.227008;0.000341;0.0;87.072
0.098353;0.098284;0.098284;0.098374;0.098341;0.098341;0.098358;0.098354;0.227008;0.000341;0.0;87.2
0.098432;0.098482;0.098432;0.098374;0.09837;0.09837;0.098345;0.09835;0.227008;0.000341;0.0;87.328
0.09842;0.098376;0.098376;0.098402;0.098338;0.098338;0.098342;0.098341;0.227008;0.000341;0.0;87.456
0.098399;0.098302;0.098302;0.0984;0.098307;0.098307;0.098336;0.098329;0.227008;0.000341;0.0;87.584
0.098269;0.098465;0.098269;0.098353;0.098378;0.098353;0.098333;0.098337;0.227008;0.000341;0.0;87.712
0.098345;0.098291;0.098291;0.098347;0.098384;0.098347;0.09834;0.098341;0.227008;0.000341;0.0;87.84
0.098281;0.098453;0.098281;0.098383;0.098412;0.098383;0.098352;0.098359;0.227008;0.000341;0.0;87.968
0.098333;0.098376;0.098333;0.098366;0.098365;0.098365;0.098361;0.098362;0.227008;0.000341;0.0;88.096
0.098344;0.098434;0.098344;0.098291;0.098404;0.098291;0.098331;0.098322;0.227008;0.000341;0.0;88.224
0.098303;0.098337;0.098303;0.098307;0.098375;0.098307;0.098319;0.098316;0.227008;0.000341;0.0;88.352
0.098237;0.098265;0.098237;0.098271;0.098302;0.098271;0.098305;0.098297;0.227008;0.000341;0.0;88.48
0.09839;0.098246;0.098246;0.098348;0.098312;0.098312;0.098305;0.098306;0.227008;0.000341;0.0;88.608
0.098448;0.098339;0.098339;0.098386;0.098353;0.098353;0.098335;0.098339;0.227008;0.000341;0.0;88.736
0.098365;0.098218;0.098218;0.098371;0.098372;0.098371;0.098359;0.098361;0.227008;0.000341;0.0;88.864
0.098482;0.09845;0.09845;0.098406;0.098369;0.098369;0.098348;0.098353;0.227008;0.000341;0.0;88.992
0.098358;0.098354;0.098354;0.098372;0.098395;0.098372;0.098371;0.098371;0.227008;0.000341;0.0;89.12
0.098426;0.098347;0.098347;0.098367;0.098386;0.098367;0.098353;0.098356;0.227008;0.000341;0.0;89.248
0.098419;0.098452;0.098419;0.098388;0.098409;0.098388;0.09837;0.098374;0.227008;0.000341;0.0;89.376
0.098388;0.098256;0.098256;0.098367;0.098384;0.098367;0.098364;0.098365;0.227008;0.000341;0.0;89.504
0.0984;0.098408;0.0984;0.098328;0.098387;0.098328;0.098338;0.098335;0.227008;0.000341;0.0;89.632
0.098382;0.098501;0.098382;0.09836;0.098415;0.09836;0.098341;0.098346;0.227008;0.000341;0.0;89.76
0.098241;0.098388;0.098241;0.098308;0.098363;0.098308;0.098348;0.098339;0.227008;0.000341;0.0;89.888
0.098292;0.09841;0.098292;0.098305;0.098405;0.098305;0.098322;0.098318;0.227008;0.000341;0.0;90.016
0.098501;0.098325;0.098325;0.098384;0.098393;0.098384;0.098333;0.098345;0.227008;0.000341;0.0;90.144
